Time,RA_corrected(mas),Dec_corrected(mas),RadialVelocity
40711789.336559,-2.160362,-16.393758,-323791.471443
40719828.789430,-2.245349,-12.952427,-342566.333494
40727868.242300,-2.302143,-14.629162,-360179.828024
40735907.695171,-2.458744,-11.434508,-376571.767428
40743947.148041,-2.490231,-11.291266,-391686.138314
40751986.600912,-2.634124,-9.269092,-405471.292909
40760026.053782,-2.774201,-9.764889,-417880.125544
40768065.506653,-2.562811,-7.320529,-428870.233623
40776104.959524,-2.680197,-5.833271,-438404.062514
40784144.412394,-2.704826,-4.967882,-446449.033883
40792183.865265,-2.832484,-3.332532,-452977.657015
40800223.318135,-3.110459,-3.131200,-457967.622755
40808262.771006,-3.052300,0.105878,-461401.879739
40816302.223876,-2.957344,-1.488147,-463268.692665
40824341.676747,-3.011868,0.792998,-463561.682389
40832381.129618,-2.800476,1.000384,-462279.847728
40840420.582488,-2.850346,7.137277,-459427.568877
40848460.035359,-2.862946,5.241585,-455014.592445
40856499.488229,-2.795653,4.191417,-449055.998147
40864538.941100,-2.704046,6.535254,-441572.147275
40872578.393970,-2.749506,7.817447,-432588.613123
40880617.846841,-2.570648,11.790886,-422136.093597
40888657.299712,-2.558587,11.441327,-410250.306317
40896696.752582,-2.229986,12.450653,-396971.866566
40904736.205453,-2.380892,14.139379,-382346.148501
40912775.658323,-2.135102,14.203771,-366423.130108
40920815.111194,-1.998550,15.855479,-349257.222412
40928854.564064,-1.959622,14.733607,-330907.083556
40936894.016935,-1.988632,15.157752,-311435.418354
40944933.469806,-1.795479,18.184941,-290908.764021
40952972.922676,-1.642845,20.914647,-269397.262809
40961012.375547,-1.359892,20.048885,-246974.422319
40969051.828417,-1.386321,21.686252,-223716.864317
40977091.281288,-1.165082,21.701778,-199704.062907
40985130.734158,-1.091738,21.025488,-175018.072958
40993170.187029,-0.837352,24.019008,-149743.249714
41001209.639900,-0.699130,21.710031,-123965.960536
41009249.092770,-0.421183,23.795230,-97774.289779
41017288.545641,-0.320655,25.810052,-71257.737793
41025327.998511,-0.113179,24.262964,-44506.915088
41033367.451382,-0.081426,23.466996,-17613.232711
41041406.904252,0.321845,21.390579,9331.410126
41049446.357123,0.372893,23.282656,36234.940066
41057485.809993,0.604190,24.273779,63005.424247
41065525.262864,0.482198,21.576302,89551.384435
41073564.715735,0.847318,23.398309,115782.109630
41081604.168605,0.871962,24.749088,141607.966027
41089643.621476,1.179430,20.706964,166940.703310
41097683.074346,1.403786,20.689698,191693.756219
41105722.527217,1.311527,22.960148,215782.540347
41113761.980087,1.652517,17.781179,239124.741183
41121801.432958,1.559861,18.675876,261640.595385
41129840.885829,1.878336,20.024511,283253.163349
41137880.338699,1.865923,15.503510,303888.592115
41145919.791570,1.963847,16.843100,323476.367735
41153959.244440,2.139044,14.214396,341949.556230
41161998.697311,2.275260,14.062863,359245.032308
41170038.150181,2.466523,15.368931,375303.695076
41178077.603052,2.550873,10.589272,390070.669992
41186117.055923,2.361479,8.494587,403495.496378
41194156.508793,2.578757,10.448741,415532.299856
41202195.961664,2.652311,7.145903,426139.949099
41210235.414534,2.733505,6.435952,435282.196389
41218274.867405,2.784021,6.997378,442927.801479
41226314.320275,2.820444,3.016944,449050.638336
41234353.773146,2.784862,3.198483,453629.784433
41242393.226017,2.829675,2.224249,456649.592229
41250432.678887,2.979614,0.002918,458099.742650
41258472.131758,2.805362,-2.037588,457975.280341
41266511.584628,2.762192,-2.952275,456276.630605
41274551.037499,2.748230,-4.454896,453009.597953
41282590.490369,2.744003,-2.969388,448185.346257
41290629.943240,2.677727,-7.659286,441820.360617
41298669.396111,2.539601,-8.155588,433936.391016
41306708.848981,2.793587,-9.256343,424560.378004
41314748.301852,2.585145,-7.099662,413724.360640
41322787.754722,2.565796,-13.061775,401465.367005
41330827.207593,2.359858,-13.978521,387825.287679
41338866.660463,2.312482,-14.469643,372850.732587
41346906.113334,2.175289,-16.449867,356592.871735
41354945.566205,2.024461,-12.296651,339107.260350
41362985.019075,1.960312,-15.540223,320453.649044
41371024.471946,1.926441,-20.953826,300695.779636
41379063.924816,1.737006,-17.966512,279901.167339
41387103.377687,1.540350,-19.819238,258140.870050
41395142.830557,1.460285,-21.647386,235489.245540
41403182.283428,1.416693,-20.211580,212023.697359
41411221.736299,1.113357,-22.534445,187824.410341
41419261.189169,0.930744,-22.545132,162974.076602
41427300.642040,0.590297,-21.526496,137557.612967
41435340.094910,0.572724,-25.950325,111661.870804
41443379.547781,0.487447,-22.287365,85375.339235
41451419.000651,0.220851,-26.290533,58787.842762
41459458.453522,0.151161,-23.224326,31990.234323
41467497.906392,-0.082981,-22.006600,5074.084836
41475537.359263,-0.082854,-24.025867,-21868.629712
41483576.812134,-0.212256,-23.905209,-48745.842555
41491616.265004,-0.790272,-20.349257,-75465.710758
41499655.717875,-0.836778,-21.676049,-101936.929052
41507695.170745,-1.004988,-21.031929,-128069.041835
41515734.623616,-1.065562,-20.798658,-153772.752276
41523774.076486,-1.294718,-21.106582,-178960.227449
41531813.529357,-1.270339,-18.607099,-203545.398471
41539852.982228,-1.561521,-19.353311,-227444.254610
41547892.435098,-1.491062,-19.874379,-250575.130363
41555931.887969,-1.794799,-18.660300,-272858.984517
41563971.340839,-1.792537,-16.759286,-294219.670237
41572010.793710,-1.987149,-21.203719,-314584.195282
41580050.246580,-2.161255,-14.903950,-333882.971414
41588089.699451,-2.359085,-15.913651,-352050.052204
41596129.152322,-2.379589,-15.693085,-369023.358372
41604168.605192,-2.431095,-12.335712,-384744.889917
41612208.058063,-2.613866,-11.465715,-399160.924323
41620247.510933,-2.635155,-10.550697,-412222.200118
41628286.963804,-2.753580,-9.853107,-423884.085226
41636326.416674,-2.731395,-6.805715,-434106.729465
41644365.869545,-2.743891,-6.129941,-442855.200727
41652405.322416,-2.834680,-2.638744,-450099.604350
41660444.775286,-2.861732,-3.951738,-455815.185259
41668484.228157,-2.940560,-0.708255,-459982.412573
41676523.681027,-3.015950,-0.307007,-462587.046334
41684563.133898,-2.979587,0.531840,-463620.186166
41692602.586768,-2.811175,1.324775,-463078.301698
41700642.039639,-2.825540,3.897724,-460963.244618
41708681.492510,-2.921366,5.404603,-457282.242355
41716720.945380,-2.926633,4.889235,-452047.873370
41724760.398251,-2.755581,8.575240,-445278.024184
41732799.851121,-2.758596,8.358472,-436995.828254
41740839.303992,-2.421311,11.280942,-427229.586921
41748878.756862,-2.456663,13.316560,-416012.672705
41756918.209733,-2.552122,13.897756,-403383.415262
41764957.662604,-2.433541,12.444909,-389384.970408
41772997.115474,-2.454501,15.349591,-374065.172653
41781036.568345,-2.188164,15.943869,-357476.371742
41789076.021215,-2.077613,15.401565,-339675.253767
41797115.474086,-2.003326,17.788818,-320722.647467
41805154.926956,-1.908070,20.737388,-300683.316365
41813194.379827,-1.838485,16.884906,-279625.737465
41821233.832697,-1.528465,19.870100,-257621.867257
41829273.285568,-1.434665,21.385358,-234746.895831
41837312.738439,-1.342042,20.132237,-211078.989943
41845352.191309,-0.975665,20.438258,-186699.025909
41853391.644180,-0.895908,22.693190,-161690.313243
41861431.097050,-0.914815,22.992828,-136138.309971
41869470.549921,-0.750644,23.393430,-110130.330617
41877510.002791,-0.420813,23.262169,-83755.247832
41885549.455662,-0.317163,23.800831,-57103.188711
41893588.908533,-0.168877,23.486414,-30265.226808
41901628.361403,0.002413,23.143606,-3333.070936
41909667.814274,0.099968,24.289185,23601.248222
41917707.267144,0.173572,25.469016,50445.692590
41925746.720015,0.657948,24.990323,77108.531205
41933786.172885,0.808699,22.888922,103498.653676
41941825.625756,0.861180,20.941960,129525.881517
41949865.078627,1.068568,21.947319,155101.276301
41957904.531497,1.344406,21.973435,180137.443575
41965943.984368,1.236872,19.746864,204548.831493
41973983.437238,1.622785,19.475878,228252.023165
41982022.890109,1.649132,18.513620,251166.021697
41990062.342979,1.740053,19.041928,273212.526972
41998101.795850,1.804509,16.223197,294316.203212
42006141.248721,2.022826,16.544719,314404.936406
42014180.701591,2.244666,15.861465,333410.080737
42022220.154462,2.326788,13.992771,351266.693150
42030259.607332,2.350057,14.147512,367913.755277
42038299.060203,2.461957,10.586851,383294.381938
42046338.513073,2.516887,10.820884,397356.015529
42054377.965944,2.616398,7.526725,410050.605618
42062417.418815,2.607596,9.228453,421334.773134
42070456.871685,2.669157,9.124410,431169.958611
42078496.324556,2.767267,4.202918,439522.553937
42086535.777426,2.731112,5.879154,446364.017207
42094575.230297,2.833421,1.789830,451670.970250
42102614.683167,2.689327,3.577187,455425.278515
42110654.136038,2.647720,0.424825,457614.113044
42118693.588909,2.899311,-2.010060,458229.994303
42126733.041779,2.944129,-3.098028,457270.817745
42134772.494650,3.000905,-3.929181,454739.861003
42142811.947520,2.720405,-4.149252,450645.772685
42150851.400391,2.696688,-5.439513,445002.542823
42158890.853261,2.729731,-6.847061,437829.455069
42166930.306132,2.846368,-9.001295,429151.020798
42174969.759003,2.632822,-11.523130,418996.895351
42183009.211873,2.376351,-12.058409,407401.776695
42191048.664744,2.501102,-13.332876,394405.286863
42199088.117614,2.398738,-12.167544,380051.836551
42207127.570485,2.115247,-15.322315,364390.473368
42215167.023355,2.169819,-17.462981,347474.714234
42223206.476226,1.959483,-16.031200,329362.362497
42231245.929096,1.835787,-15.825292,310115.310426
42239285.381967,1.823033,-21.254124,289799.327701
42247324.834838,1.668819,-19.867133,268483.836682
42255364.287708,1.409102,-20.012192,246241.675177
42263403.740579,1.447022,-21.643051,223148.847549
42271443.193449,1.161158,-21.150230,199284.264998
42279482.646320,1.048809,-22.424230,174729.475909
42287522.099190,0.956340,-22.286438,149568.387195
42295561.552061,0.790955,-23.386346,123886.977573
42303601.004932,0.491404,-24.034102,97773.003763
42311640.457802,0.304828,-24.416219,71315.700614
42319679.910673,0.112889,-21.946416,44605.476178
42327719.363543,-0.005244,-22.941883,17733.602769
42335758.816414,-0.204981,-22.737062,-9208.094921
42343798.269284,-0.173711,-26.712248,-36127.553604
42351837.722155,-0.280511,-23.583193,-62932.785982
42359877.175026,-0.645966,-22.531389,-89532.195087
42367916.627896,-0.809190,-23.779708,-115834.887274
42375956.080767,-0.995939,-20.328958,-141750.982817
42383995.533637,-1.074654,-20.393918,-167191.923044
42392034.986508,-1.380756,-19.602792,-192070.772949
42400074.439378,-1.876211,-20.070195,-216302.518261
42408113.892249,-1.658479,-18.338515,-239804.355951
42416153.345120,-1.734742,-19.730608,-262495.977180
42424192.797990,-1.873964,-17.963316,-284299.841721
42432232.250861,-2.017083,-17.052070,-305141.442933
42440271.703731,-2.051989,-14.375716,-324949.562346
42448311.156602,-2.182297,-13.289881,-343656.513040
42456350.609472,-2.355638,-12.812457,-361198.370928
42464390.062343,-2.542200,-13.556692,-377515.193195
42472429.515214,-2.599543,-8.883631,-392551.223136
42480468.968084,-2.632692,-8.142106,-406255.080678
42488508.420955,-2.653057,-9.530615,-418579.937955
42496547.873825,-2.802337,-7.192497,-429483.679327
42504587.326696,-2.790082,-6.762007,-438929.045286
42512626.779566,-3.013705,-6.086889,-446883.759789
42520666.232437,-2.844160,-3.173181,-453320.640540
42528705.685308,-2.774756,-3.440150,-458217.691878
42536745.138178,-2.962760,0.305055,-461558.179944
42544784.591049,-2.894363,0.037456,-463330.689852
42552824.043919,-2.922108,1.880283,-463529.164707
42560863.496790,-2.841971,1.567599,-462152.926292
42568902.949660,-2.770559,3.506425,-459206.677396
42576942.402531,-2.740146,5.805373,-454700.485734
42584981.855402,-2.720869,6.709752,-448649.749548
42593021.308272,-2.553278,7.783382,-441075.144994
42601060.761143,-2.726103,10.223359,-432002.555480
42609100.214013,-2.528027,12.545179,-421462.983228
42617139.666884,-2.515794,13.171937,-409492.443328
42625179.119754,-2.560634,12.749443,-396131.840673
42633218.572625,-2.404264,14.589190,-381426.830183
42641258.025495,-2.181349,16.437860,-365427.660794
42649297.478366,-2.127335,14.698706,-348189.003751
42657336.931237,-1.898964,18.380514,-329769.765790
42665376.384107,-1.993115,19.243138,-310232.887846
42673415.836978,-1.767086,18.818717,-289645.129974
42681455.289848,-1.577061,18.900074,-268076.843226
42689494.742719,-1.612383,17.857713,-245601.729245
42697534.195589,-1.333349,20.666493,-222296.588423
42705573.648460,-1.190575,19.391788,-198241.057461
42713613.101331,-0.958812,21.595396,-173517.337240
42721652.554201,-0.832187,21.164315,-148209.911933
42729692.007072,-0.543415,21.242086,-122405.260308
42737731.459942,-0.527939,24.211247,-96191.560219
42745770.912813,-0.237668,23.543880,-69658.387294
42753810.365683,-0.091933,24.150005,-42896.408840
42761849.818554,0.064575,23.625264,-15997.074022
42769889.271425,0.034478,23.177958,10947.698630
42777928.724295,0.174166,23.113920,37845.835318
42785968.177166,0.485677,23.876553,64605.421607
42794007.630036,0.660272,20.782387,91135.016505
42802047.082907,0.887715,23.050197,117343.964931
42810086.535777,0.877013,21.093370,143142.707497
42818125.988648,1.199785,22.388899,168443.086538
42826165.441519,1.276020,21.593749,193158.647365
42834204.894389,1.475694,20.513093,217204.933688
42842244.347260,1.506012,21.113179,240499.776215
42850283.800130,1.812125,17.232727,262963.573436
42858323.253001,1.920848,16.334072,284519.563629
42866362.705871,1.900141,16.048066,305094.087169
42874402.158742,2.132994,17.197827,324616.838231
42882441.611613,2.256121,15.349766,343021.105030
42890481.064483,2.284911,14.649764,360243.997792
42898520.517354,2.331874,13.107367,376226.663647
42906559.970224,2.491439,10.642313,390914.487746
42914599.423095,2.566033,10.737935,404257.279882
42922638.875965,2.766252,9.129965,416209.445995
42930678.328836,2.678636,8.923744,426730.143978
42938717.781707,2.645739,8.172350,435783.423234
42946757.234577,2.708598,5.190752,443338.347532
42954796.687448,2.890359,4.316080,449369.100710
42962836.140318,3.011471,0.379124,453855.074898
42970875.593189,2.938961,0.098871,456780.940940
42978915.046059,2.803074,0.708538,458136.700769
42986954.498930,2.974383,-2.807464,457917.721579
42994993.951801,2.805821,-3.472074,456124.751649
43003033.404671,2.799882,-4.737087,452763.917791
43011072.857542,2.876366,-5.746871,447846.704412
43019112.310412,2.854724,-7.335508,441389.914271
43027151.763283,2.771763,-6.988896,433415.611060
43035191.216153,2.617814,-11.664512,423951.044012
43043230.669024,2.507683,-11.317112,413028.554784
43051270.121894,2.387640,-10.007164,400685.466946
43059309.574765,2.445458,-12.183194,386963.958435
43067349.027636,2.326074,-15.114988,371910.917434
43075388.480506,2.266312,-16.079601,355577.782143
43083427.933377,2.119237,-16.236521,338020.365013
43091467.386247,1.802855,-16.996298,319298.662025
43099506.839118,1.744576,-19.966758,299476.647675
43107546.291988,1.639456,-19.458340,278622.056369
43115585.744859,1.566211,-19.423051,256806.150960
43123625.197730,1.497826,-21.982139,234103.479239
43131664.650600,1.160651,-21.062437,210591.619191
43139704.103471,1.141581,-22.390361,186350.913903
43147743.556341,0.967336,-22.862481,161464.197023
43155783.009212,0.826067,-23.153639,136016.509704
43163822.462082,0.591031,-21.080094,110094.810006
43171861.914953,0.254657,-23.022276,83787.675753
43179901.367824,0.171361,-24.506240,57185.001849
43187940.820694,-0.031604,-23.625762,30377.693095
43195980.273565,0.041548,-24.852009,3457.353557
43204019.726435,-0.226612,-22.073651,-23484.026461
43212059.179306,-0.382349,-23.589972,-50354.384754
43220098.632176,-0.558538,-23.445327,-77061.901808
43228138.085047,-0.836523,-22.077009,-103515.314559
43236177.537918,-0.917519,-22.135694,-129624.228252
43244216.990788,-0.926194,-19.806826,-155299.425328
43252256.443659,-1.187308,-20.698364,-180453.170295
43260295.896529,-1.332658,-20.104167,-204999.509531
43268335.349400,-1.504250,-18.344081,-228854.564997
43276374.802270,-1.708813,-20.988435,-251936.820864
43284414.255141,-1.672774,-18.418585,-274167.402056
43292453.708012,-2.039109,-18.758598,-295470.343784
43300493.160882,-2.036839,-18.547632,-315772.851119
43308532.613753,-2.180272,-14.998977,-335005.547752
43316572.066623,-2.428439,-15.749829,-353102.713052
43324611.519494,-2.298681,-13.681615,-370002.506651
43332650.972364,-2.414636,-12.988207,-385647.179751
43340690.425235,-2.500610,-12.225931,-399983.272468
43348729.878106,-2.604074,-8.256043,-412961.796505
43356769.330976,-2.709314,-10.039102,-424538.402557
43364808.783847,-2.808447,-7.961245,-434673.531852
43372848.236717,-2.872688,-6.886820,-443332.551335
43380887.689588,-3.089154,-5.378883,-450485.872006
43388927.142458,-2.937370,-1.350638,-456109.050040
43396966.595329,-2.783554,-2.111709,-460182.870303
43405006.048199,-3.000586,-2.634405,-462693.412021
43413045.501070,-2.932190,1.851228,-463632.096347
43421084.953941,-2.862212,0.907269,-462995.715674
43429124.406811,-2.963639,4.179053,-460786.444597
43437163.859682,-2.867309,4.038244,-457011.832483
43445203.312552,-2.912649,6.128253,-451684.777675
43453242.765423,-2.772493,7.059533,-444823.483411
43461282.218293,-2.573050,8.654085,-436451.395626
43469321.671164,-2.656146,8.509706,-426597.122838
43477361.124035,-2.688628,12.362410,-415294.338378
43485400.576905,-2.556548,11.955336,-402581.665332
43493440.029776,-2.442600,13.720621,-388502.544560
43501479.482646,-2.313852,13.779196,-373105.086251
43509518.935517,-2.334307,14.294775,-356441.905527
43517558.388387,-2.070975,15.309635,-338569.942643
43525597.841258,-1.723624,17.401854,-319550.268427
43533637.294129,-1.675196,17.283270,-299447.875581
43541676.746999,-1.815479,17.002761,-278331.456598
43549716.199870,-1.561578,20.372073,-256273.169035
43557755.652740,-1.476524,21.219482,-233348.388930
43565795.105611,-1.288533,18.826727,-209635.453244
43573834.558481,-1.082906,22.096126,-185215.392165
43581874.011352,-1.027645,20.678893,-160171.652223
43589913.464223,-0.891616,23.091743,-134589.811138
43597952.917093,-0.518521,21.772862,-108557.285393
43605992.369964,-0.430051,21.430809,-82163.031518
43614031.822834,-0.242231,22.227881,-55497.242116
43622071.275705,-0.155802,23.029776,-28651.037662
43630110.728575,0.056069,20.619225,-1716.155133
43638150.181446,0.270083,23.655711,25215.365470
43646189.634317,0.388132,24.311107,52051.495634
43654229.087187,0.616874,21.765098,78700.532807
43662268.540058,0.700498,22.123874,105071.413759
43670307.992928,0.825610,22.084931,131074.025756
43678347.445799,1.155336,21.970039,156619.514485
43686386.898669,1.129020,23.616366,181620.587686
43694426.351540,1.341946,20.001263,205991.813435
43702465.804411,1.401030,18.758523,229649.912080
43710505.257281,1.679842,20.995924,252514.040817
43718544.710152,1.814262,19.220177,274506.069941
43726584.163022,1.811705,16.545483,295550.849823
43734623.615893,2.047517,19.237034,315576.467713
43742663.068763,1.970931,16.869207,334514.493463
43750702.521634,2.212790,13.799290,352300.213375
43758741.974505,2.255211,12.770652,368872.851326
43766781.427375,2.426811,14.193974,384175.776456
43774820.880246,2.560683,10.344293,398156.696676
43782860.333116,2.554087,10.358553,410767.837361
43790899.785987,2.576016,6.094955,421966.104601
43798939.238857,2.693526,7.799930,431713.232458
43806978.691728,2.771118,4.204727,439975.913727
43815018.144598,2.706904,5.325095,446725.913752
43823057.597469,2.738026,3.897367,451940.166900
43831097.050340,2.761162,-0.236633,455600.855393
43839136.503210,2.817055,1.511458,457695.470178
43847175.956081,2.868048,-1.655034,458216.853687
43855215.408951,2.866838,0.878253,457163.224282
43863254.861822,2.685071,-3.409566,454538.182353
43871294.314692,2.710970,-3.072154,450350.698010
43879333.767563,2.756159,-4.224309,444615.080432
43887373.220434,2.688904,-8.943213,437350.928972
43895412.673304,2.721739,-7.697097,428583.066182
43903452.126175,2.597128,-10.733147,418341.452988
43911491.579045,2.544790,-10.517814,406661.086320
43919531.031916,2.241535,-14.388469,393581.879508
43927570.484786,2.309465,-15.635957,379148.525909
43935609.937657,2.174537,-15.409768,363410.346169
43943649.390528,2.066201,-15.409272,346421.119698
43951688.843398,1.988847,-17.195632,328238.900896
43959728.296269,1.969906,-17.966776,308925.820773
43967767.749139,1.818372,-19.017704,288547.874638
43975807.202010,1.571799,-17.722994,267174.696587
43983846.654880,1.491320,-20.453520,244879.321553
43991886.107751,1.386807,-17.572111,221737.935735
43999925.560622,1.136507,-22.854306,197829.616263
44007965.013492,0.935635,-25.308093,173236.060978
44016004.466363,0.887634,-21.285052,148041.309260
44024043.919233,0.786762,-22.465232,122331.454859
44032083.372104,0.540695,-22.042867,96194.351693
44040122.824974,0.426407,-24.236003,69719.313649
44048162.277845,0.014778,-22.909696,42996.809379
44056201.730716,0.065449,-22.765719,16118.153161
44064241.183586,-0.115888,-22.655969,-10824.807137
44072280.636457,-0.390991,-23.373531,-37740.003911
44080320.089327,-0.613094,-24.050623,-64535.464429
44088359.542198,-0.757034,-20.185638,-91119.625112
44096398.995068,-0.985176,-23.386676,-117401.644422
44104438.447939,-1.156317,-19.639123,-143291.713275
44112477.900810,-1.211338,-18.232104,-168701.361935
44120517.353680,-1.238299,-22.095197,-193543.762323
44128556.806551,-1.356670,-20.413761,-217734.024723
44136596.259421,-1.603618,-18.098705,-241189.487856
44144635.712292,-1.696819,-18.560288,-263830.001352
44152675.165162,-1.852479,-17.440255,-285578.199627
44160714.618033,-2.130828,-17.154680,-306359.766255
44168754.070904,-2.081701,-18.239985,-326103.687918
44176793.523774,-2.313630,-16.059622,-344742.497062
44184832.976645,-2.204566,-13.223725,-362212.502451
44192872.429515,-2.560755,-13.991817,-378454.006801
44200911.882386,-2.561362,-12.424183,-393411.510776
44208951.335256,-2.651279,-8.091129,-407033.902637
44216990.788127,-2.608605,-9.972834,-419274.632897
44225030.240997,-2.763195,-6.443530,-430091.873388
44233069.693868,-2.826992,-9.280079,-439448.660190
44241109.146739,-2.685748,-6.448177,-447313.019942
44249148.599609,-2.853615,-2.649139,-453658.079105
44257188.052480,-2.798427,-3.677020,-458462.155784
44265227.505350,-2.977694,-3.679019,-461708.833825
44273266.958221,-2.921073,0.469447,-463387.018905
44281306.411091,-3.044404,2.396008,-463490.976447
44289345.863962,-2.960296,2.430965,-462020.351215
44297385.316833,-2.908387,4.605514,-458980.168527
44305424.769703,-2.853859,7.150074,-454380.817083
44313464.222574,-2.893094,4.853892,-448238.013466
44321503.675444,-2.660529,7.850405,-440572.748435
44329543.128315,-2.811373,7.299101,-431411.215200
44337582.581185,-2.464316,9.643409,-420784.719913
44345622.034056,-2.514916,13.139621,-408729.574692
44353661.486927,-2.542133,14.172300,-395286.973538
44361700.939797,-2.336837,12.860218,-380502.851570
44369740.392668,-2.261165,13.988999,-364427.728058
44377779.845538,-2.303547,16.935996,-347116.533792
44385819.298409,-1.956160,16.808010,-328628.423378
44393858.751279,-1.729330,17.321238,-309026.573096
44401898.204150,-1.816425,19.347643,-288377.965022
44409937.657021,-1.626552,19.026088,-266753.158139
44417977.109891,-1.601635,19.827835,-244226.047227
44426016.562762,-1.350822,21.739967,-220873.610358
44434056.015632,-1.143388,20.313922,-196775.645851
44442095.468503,-0.971783,23.740754,-172014.499587
44450134.921373,-0.916491,21.629103,-146674.783630
44458174.374244,-0.617066,22.741482,-120843.087087
44466213.827115,-0.506148,23.942125,-94607.680230
44474253.279985,-0.276188,23.691647,-68058.212862
44482292.732856,-0.305599,22.908823,-41285.407968
44490332.185726,-0.020705,22.759183,-14380.751710
44498371.638597,0.227017,22.099935,12563.819197
44506411.091467,0.283532,22.103624,39456.231647
44514450.544338,0.377071,22.151642,66204.590763
44522489.997209,0.596218,21.249585,92717.493919
44530529.450079,0.829935,20.605340,118904.343072
44538568.902950,1.126927,21.238942,144675.654349
44546608.355820,1.130748,22.704823,169943.363823
44554647.808691,1.281934,20.478492,194621.128440
44562687.261561,1.348872,18.557871,218624.621064
44570726.714432,1.645180,18.718073,241871.818635
44578766.167303,1.843410,17.596563,264283.282452
44586805.620173,2.040237,17.453444,285782.429625
44594845.073044,1.969884,17.920173,306295.794767
44602884.525914,1.997627,15.259840,325753.281039
44610923.978785,2.320751,13.862236,344088.399676
44618963.431655,2.404169,14.535686,361238.497190
44627002.884526,2.464874,12.807187,377144.969464
44635042.337396,2.413210,9.633805,391753.462012
44643081.790267,2.624624,13.221068,405014.055711
44651121.243138,2.725497,10.381840,416881.437387
44659160.696008,2.780914,8.662877,427315.054649
44667200.148879,2.656586,3.924931,436279.254470
44675239.601749,2.845146,5.386092,443743.405012
44683279.054620,2.757562,1.736535,449682.000300
44691318.507490,2.795319,3.203549,454074.747380
44699357.960361,2.737550,-0.061641,456906.635663
44707397.413232,2.938940,-0.284500,458167.988219
44715436.866102,2.921952,-2.435446,457854.494843
44723476.318973,2.848029,-2.125930,455967.226780
44731515.771843,3.043031,-4.776609,452512.633073
44739555.224714,2.866525,-5.747333,447502.518517
44747594.677584,2.888091,-7.081051,440954.003326
44755634.130455,2.592610,-8.002289,432889.464631
44763673.583326,2.623234,-10.101975,423336.460009
44771713.036196,2.521519,-11.811489,412327.633322
44779752.489067,2.393702,-14.450030,399900.603163
44787791.941937,2.295554,-12.863200,386097.834315
44795831.394808,2.114033,-13.875869,370966.492633
44803870.847678,2.060266,-14.242229,354558.283886
44811910.300549,2.224660,-13.888325,336929.277057
44819949.753420,1.969235,-16.133095,318139.712759
44827989.206290,1.842586,-17.219032,298253.797382
44836028.659161,1.542385,-18.798745,277339.483686
44844068.112031,1.553545,-19.196599,255468.238605
44852107.564902,1.411123,-19.632869,232714.799033
44860147.017772,1.161072,-21.775001,209156.916434
44868186.470643,1.013923,-20.067069,184875.091164
44876225.923514,0.852762,-20.049112,159952.297378
44884265.376384,0.885693,-22.301245,134473.699511
44892304.829255,0.545309,-24.644559,108526.361250
44900344.282125,0.374598,-21.679972,82198.948026
44908383.734996,0.170039,-23.388231,55581.424042
44916423.187866,-0.023444,-22.787617,28764.744841
44924462.640737,0.097735,-24.467675,1840.546510
44932502.093608,-0.276415,-21.914724,-25099.167460
44940541.546478,-0.550182,-22.099257,-51962.340557
44948580.999349,-0.585968,-21.751948,-78657.177822
44956620.452219,-0.756579,-23.868637,-105092.459518
44964659.905090,-1.076987,-20.678854,-131177.852846
44972699.357960,-1.012068,-21.623147,-156824.220620
44980738.810831,-1.203301,-22.383572,-181943.925860
44988778.263701,-1.405054,-20.745095,-206451.131263
44996817.716572,-1.504517,-19.771489,-230262.092517
45004857.169443,-1.702893,-18.397143,-253295.444465
45012896.622313,-1.808513,-17.695338,-275472.479147
45020936.075184,-2.103468,-17.080794,-296717.414743
45028975.528054,-1.930906,-16.183834,-316957.654545
45037014.980925,-2.135313,-13.586087,-336124.035016
45045054.433795,-2.281001,-12.112341,-354151.062139
45053093.886666,-2.486980,-12.275193,-370977.135214
45061133.339537,-2.526890,-12.012458,-386544.757358
45069172.792407,-2.577550,-12.251340,-400800.731979
45077212.245278,-2.643581,-11.344990,-413696.344555
45085251.698148,-2.806294,-8.738250,-425187.529099
45093291.151019,-2.898817,-6.866066,-435235.018737
45101330.603889,-2.849917,-7.697319,-443804.479887
45109370.056760,-2.830498,-1.674261,-450866.629587
45117409.509631,-2.952425,-5.082592,-456397.335548
45125448.962501,-2.943627,-3.540357,-460377.698632
45133488.415372,-3.122281,-1.284938,-462794.117417
45141527.868242,-2.714528,0.481956,-463638.334685
45149567.321113,-2.870693,3.185262,-462907.465637
45157606.773983,-2.939628,2.804995,-460604.007747
45165646.226854,-2.862417,7.837262,-456735.832232
45173685.679725,-3.023895,8.224361,-451316.157150
45181725.132595,-2.887338,7.478179,-444363.502236
45189764.585466,-2.611442,9.669736,-435901.625619
45197804.038336,-2.627426,11.674844,-425959.442632
45205843.491207,-2.599848,10.952238,-414570.927011
45213882.944077,-2.476689,13.287659,-401774.994795
45221922.396948,-2.445071,13.967188,-387615.371350
45229961.849819,-2.404489,15.741831,-372140.441956
45238001.302689,-2.163297,17.180516,-355403.086460
45246040.755560,-2.172648,15.525947,-337460.498586
45254080.208430,-2.015368,17.722262,-318373.990494
45262119.661301,-1.734490,22.282888,-298208.783266
45270159.114171,-1.577029,19.081803,-277033.784043
