Time,RA(mas),Dec(mas),RadialVelocity
37190508.979250,-29.841661,-448.243019,-137118.601117
37198548.432121,-30.059595,-445.852306,-162651.536194
37206587.884991,-29.937710,-449.663029,-187637.896042
37214627.337862,-30.099838,-446.736004,-211992.299016
37222666.790732,-30.564512,-449.014814,-235631.522948
37230706.243603,-30.586408,-446.434047,-258474.789532
37238745.696473,-30.814637,-447.343596,-280444.040352
37246785.149344,-30.841113,-445.152037,-301464.203615
37254824.602215,-31.124591,-444.921881,-321463.450688
37262864.055085,-31.304746,-444.826183,-340373.441538
37270903.507956,-31.194028,-442.388248,-358129.558264
37278942.960826,-31.301293,-440.278666,-374671.125903
37286982.413697,-31.401329,-440.054934,-389941.619763
37295021.866567,-31.481995,-437.047598,-403888.858580
37303061.319438,-31.438928,-437.529443,-416465.182821
37311100.772309,-31.523922,-436.896116,-427627.617549
37319140.225179,-31.677447,-433.234207,-437338.019271
37327179.678050,-31.826817,-435.903844,-445563.206278
37335219.130920,-31.913933,-432.858526,-452275.072037
37343258.583791,-31.968286,-430.816063,-457450.681228
37351298.036661,-31.976262,-429.482681,-461072.348121
37359337.489532,-31.740690,-426.543241,-463127.697007
37367376.942403,-31.895278,-426.273154,-463609.704492
37375416.395273,-31.894171,-425.478892,-462516.723494
37383455.848144,-31.989112,-426.849051,-459852.488871
37391495.301014,-31.807915,-423.714831,-455626.104660
37399534.753885,-31.923941,-422.210725,-449852.012966
37407574.206755,-31.883841,-422.628379,-442549.944611
37415613.659626,-31.661338,-420.400139,-433744.851717
37423653.112497,-31.588444,-420.188573,-423466.822429
37431692.565367,-31.590529,-417.987531,-411750.978115
37439732.018238,-31.512623,-416.609223,-398637.353338
37447771.471108,-31.486552,-415.357252,-384170.759063
37455810.923979,-31.378990,-414.742720,-368400.629527
37463850.376849,-31.187250,-412.095513,-351380.853315
37471889.829720,-31.134350,-412.312329,-333169.589220
37479929.282590,-31.038461,-412.636222,-313829.067502
37487968.735461,-30.861590,-408.773901,-293425.377243
37496008.188332,-30.731875,-408.586652,-272028.240510
37504047.641202,-30.594447,-409.234388,-249710.774104
37512087.094073,-30.521320,-410.214178,-226549.239716
37520126.546943,-30.110254,-408.151941,-202622.783325
37528165.999814,-30.167567,-406.954213,-178013.164748
37536205.452684,-30.019295,-408.378292,-152804.478256
37544244.905555,-29.846165,-406.096811,-127082.865215
37552284.358426,-29.577327,-406.368376,-100936.219724
37560323.811296,-29.598996,-407.076127,-74453.888278
37568363.264167,-29.308923,-407.116928,-47726.364452
37576402.717037,-29.317847,-407.360604,-20844.979674
37584442.169908,-29.239494,-406.682938,6098.408862
37592481.622778,-28.919357,-406.452028,33011.732089
37600521.075649,-28.803480,-409.501980,59803.023677
37608560.528520,-28.440501,-408.320172,86380.734293
37616599.981390,-28.375715,-407.812112,112654.044440
37624639.434261,-28.187905,-408.974164,138533.174795
37632678.887131,-27.879487,-408.890200,163929.692998
37640718.340002,-28.019244,-409.416532,188756.815842
37648757.792872,-27.864727,-411.244846,212929.705812
37656797.245743,-27.622513,-412.340028,236365.760997
37664836.698614,-27.448984,-414.717731,258984.897344
37672876.151484,-27.459192,-411.649685,280709.822317
37680915.604355,-27.282599,-415.488056,301466.299021
37688955.057225,-27.117413,-412.649133,321183.399870
37696994.510096,-27.003773,-419.044978,339793.748963
37705033.962966,-26.969001,-419.052774,357233.752314
37713073.415837,-26.874363,-416.525899,373443.815159
37721112.868708,-26.759038,-417.918192,388368.545605
37729152.321578,-26.711111,-423.112571,401956.943902
37737191.774449,-26.520925,-420.639110,414162.576725
37745231.227319,-26.354022,-423.263506,424943.735835
37753270.680190,-26.541799,-427.398177,434263.580610
37761310.133060,-26.515563,-427.281655,442090.263926
37769349.585931,-26.419352,-427.895633,448397.040985
37777389.038802,-26.400614,-430.467378,453162.360710
37785428.491672,-26.412797,-431.392697,456369.939382
37793467.944543,-26.414630,-432.735016,458008.816289
37801507.397413,-26.404865,-434.427609,458073.391174
37809546.850284,-26.478005,-439.420087,456563.443375
37817586.303154,-26.505808,-438.716916,453484.132583
37825625.756025,-26.482193,-437.251713,448845.981200
37833665.208896,-26.559645,-435.889726,442664.838397
37841704.661766,-26.647159,-440.750510,434961.825943
37849744.114637,-26.598590,-443.225299,425763.266033
37857783.567507,-26.739190,-444.427414,415100.591346
37865823.020378,-26.889217,-445.768228,403010.237629
37873862.473248,-26.892244,-446.189756,389533.519196
37881901.926119,-27.094342,-447.229081,374716.487748
37889941.378989,-27.147382,-447.148795,358609.775012
37897980.831860,-27.327282,-447.628701,341268.419722
37906020.284731,-27.403546,-450.886639,322751.679547
37914059.737601,-27.444504,-450.690678,303122.828601
37922099.190472,-27.737943,-451.821930,282448.941223
37930138.643342,-27.907426,-453.176184,260800.662779
37938178.096213,-28.182001,-455.338020,238251.968255
37946217.549083,-28.257444,-456.336084,214879.909477
37954257.001954,-28.362078,-454.903089,190764.351814
37962296.454825,-28.560204,-457.586371,165987.701265
37970335.907695,-28.666678,-457.000401,140634.622874
37978375.360566,-28.720562,-460.840642,114791.751411
37986414.813436,-29.056094,-458.023179,88547.395332
37994454.266307,-29.124176,-459.977136,61991.235021
38002493.719177,-29.301409,-457.679793,35214.016335
38010533.172048,-29.433992,-457.633637,8307.240517
38018572.624919,-29.754863,-458.293004,-18637.148474
38026612.077789,-29.925555,-459.026793,-45527.078154
38034651.530660,-30.292826,-459.651705,-72270.662131
38042690.983530,-30.110485,-459.855879,-98776.514094
38050730.436401,-30.311699,-458.837825,-124954.060098
38058769.889271,-30.378742,-458.290217,-150713.848058
38066809.342142,-30.733765,-456.045921,-175967.853423
38074848.795013,-30.834072,-457.866271,-200629.779968
38082888.247883,-31.084007,-455.991254,-224615.354680
38090927.700754,-31.137483,-457.420153,-247842.615725
38098967.153624,-31.125952,-457.243106,-270232.192529
38107006.606495,-31.455063,-454.425638,-291707.576990
38115046.059365,-31.567214,-457.243717,-312195.384924
38123085.512236,-31.867339,-450.535251,-331625.606823
38131124.965107,-31.805505,-451.395606,-349931.847088
38139164.417977,-31.834618,-448.644032,-367051.550913
38147203.870848,-32.088199,-450.230104,-382926.218040
38155243.323718,-32.146655,-448.084545,-397501.602664
38163282.776589,-32.115048,-446.238426,-410727.898797
38171322.229459,-32.347430,-447.515885,-422559.910465
38179361.682330,-32.394087,-445.359382,-432957.206141
38187401.135201,-32.305394,-442.130818,-441884.256912
38195440.588071,-32.349073,-443.891204,-449310.557883
38203480.040942,-32.536041,-439.483546,-455210.732417
38211519.493812,-32.527678,-440.685909,-459564.618850
38219558.946683,-32.712343,-440.253473,-462357.339384
38227598.399553,-32.488544,-438.821329,-463579.350928
38235637.852424,-32.726326,-437.873755,-463226.477712
38243677.305294,-32.472125,-437.144331,-461299.925548
38251716.758165,-32.414243,-436.352598,-457806.277717
38259756.211036,-32.560490,-431.881973,-452757.472467
38267795.663906,-32.463638,-430.645842,-446170.762224
38275835.116777,-32.497559,-431.607598,-438068.654634
38283874.569647,-32.505903,-428.021113,-428478.835655
38291914.022518,-32.387367,-427.464042,-417434.074946
38299953.475388,-32.213306,-425.345408,-404972.113894
38307992.928259,-32.102745,-425.657461,-391135.536641
38316032.381130,-32.143567,-424.728683,-375971.624575
38324071.834000,-31.960435,-423.971097,-359532.194757
38332111.286871,-31.739156,-422.954978,-341873.422861
38340150.739741,-31.656596,-423.831073,-323055.651209
38348190.192612,-31.569982,-419.551126,-303143.182577
38356229.645482,-31.525214,-422.380939,-282204.060466
38364269.098353,-31.365673,-420.595780,-260309.836580
38372308.551224,-31.101872,-417.578384,-237535.326335
38380348.004094,-31.129451,-417.090486,-213958.353198
38388387.456965,-30.866432,-418.136413,-189659.482756
38396426.909835,-30.760326,-418.735606,-164721.747415
38404466.362706,-30.535780,-416.177103,-139230.362663
38412505.815576,-30.373514,-417.952637,-113272.435882
38420545.268447,-30.279444,-416.727688,-86936.668688
38428584.721318,-30.212524,-417.944252,-60313.053827
38436624.174188,-30.008879,-416.447405,-33492.567658
38444663.627059,-29.683241,-414.951286,-6566.859276
38452703.079929,-29.652122,-414.599712,20372.062668
38460742.532800,-29.450305,-418.371851,47232.144370
38468781.985670,-29.310069,-420.108275,73921.601431
38476821.438541,-29.061140,-420.229334,100349.232503
38484860.891412,-28.926293,-421.650617,126424.730926
38492900.344282,-28.846533,-420.395240,152058.993329
38500939.797153,-28.514325,-419.688673,177164.424098
38508979.250023,-28.459778,-421.392115,201655.234706
38517018.702894,-28.283805,-421.728077,225447.736865
38525058.155764,-28.264825,-422.353646,248460.628496
38533097.608635,-28.143471,-423.929511,270615.271551
38541137.061506,-28.017260,-426.587255,291835.960730
38549176.514376,-27.840776,-423.790928,312050.182175
38557215.967247,-27.802780,-426.821946,331188.861258
38565255.420117,-27.709074,-425.792800,349186.598621
38573294.872988,-27.504927,-430.223570,365981.893651
38581334.325858,-27.365103,-431.149927,381517.354638
38589373.778729,-27.394306,-431.351295,395739.894889
38597413.231600,-27.366488,-431.889734,408600.914131
38605452.684470,-27.194301,-434.636889,420056.464586
38613492.137341,-27.083366,-435.513835,430067.401148
38621531.590211,-27.154794,-437.891195,438599.515142
38629571.043082,-27.224224,-439.063425,445623.651224
38637610.495952,-27.173357,-438.132088,451115.807006
38645649.948823,-27.070539,-440.063537,455057.215075
38653689.401693,-27.020699,-444.160322,457434.407128
38661728.854564,-27.109923,-443.636011,458239.259990
38669768.307435,-27.219939,-444.053732,457469.023374
38677807.760305,-27.149239,-446.512574,455126.329278
38685847.213176,-27.156399,-447.264076,451219.182993
38693886.666046,-27.224954,-448.320544,445760.935748
38701926.118917,-27.252258,-448.305484,438770.239083
38709965.571787,-27.247844,-452.676613,430270.981120
38718005.024658,-27.451721,-453.949374,420292.204930
38726044.477529,-27.613158,-455.720480,408868.009290
38734083.930399,-27.513590,-455.379102,396037.432166
38742123.383270,-27.722259,-455.964919,381844.317308
38750162.836140,-27.921002,-462.588419,366337.164441
38758202.289011,-27.893102,-461.367498,349568.963524
38766241.741881,-28.165485,-461.441365,331597.013683
38774281.194752,-28.062372,-460.573848,312482.727413
38782320.647623,-28.184986,-462.620867,292291.420717
38790360.100493,-28.595885,-465.424235,271092.089920
38798399.553364,-28.640834,-463.753993,248957.175897
38806439.006234,-28.569670,-465.321241,225962.316532
38814478.459105,-28.973570,-464.763094,202186.088253
38822517.911975,-29.117113,-465.350287,177709.737528
38830557.364846,-29.260460,-466.629725,152616.903236
38838596.817717,-29.400657,-466.460551,126993.330860
38846636.270587,-29.610264,-467.011977,100926.579482
38854675.723458,-29.758900,-467.647518,74505.722587
38862715.176328,-29.972043,-466.290962,47821.043683
38870754.629199,-30.171908,-470.373914,20963.727794
38878794.082069,-30.202893,-467.267325,-5974.450134
38886833.534940,-30.571435,-472.337004,-32901.438840
38894872.987811,-30.711550,-470.757636,-59725.225296
38902912.440681,-30.627466,-470.669222,-86354.149132
38910951.893552,-31.013332,-466.421763,-112697.215845
38918991.346422,-31.144012,-467.299555,-138664.407748
38927030.799293,-31.156411,-468.317939,-164166.991562
38935070.252163,-31.327336,-464.824121,-189117.821640
38943109.705034,-31.605235,-466.588499,-213431.637744
38951149.157905,-31.683897,-468.295400,-237025.356398
38959188.610775,-31.856822,-463.177395,-259818.354795
38967228.063646,-32.084619,-464.578143,-281732.746289
38975267.516516,-32.190414,-463.476208,-302693.646552
38983306.969387,-32.315284,-460.287293,-322629.429457
38991346.422257,-32.469881,-461.558215,-341471.971837
38999385.875128,-32.497546,-460.219998,-359156.886274
39007425.327999,-32.641157,-458.618540,-375623.741108
39015464.780869,-32.759195,-457.972788,-390816.266956
39023504.233740,-32.749698,-455.762937,-404682.548974
39031543.686610,-32.831616,-457.116881,-417175.204275
39039583.139481,-33.042571,-455.663827,-428251.543826
39047622.592351,-32.931017,-455.301921,-437873.718333
39055662.045222,-33.233390,-452.745915,-446008.847574
39063701.498092,-33.073153,-451.384754,-452629.132751
39071740.950963,-33.173019,-452.106152,-457711.951489
39079780.403834,-33.282018,-449.279774,-461239.935134
39087819.856704,-33.271773,-448.696938,-463201.028105
39095859.309575,-33.319319,-445.138340,-463588.529095
39103898.762445,-33.088587,-446.457813,-462401.113958
39111938.215316,-33.119236,-443.311412,-459642.840251
39119977.668186,-33.053921,-443.466266,-455323.133353
39128017.121057,-33.032962,-441.627282,-449456.754263
39136056.573928,-33.196234,-441.877985,-442063.749164
39144096.026798,-33.071081,-442.566317,-433169.380917
39152135.479669,-33.004495,-437.963590,-422804.042737
39160174.932539,-32.705376,-437.109475,-411003.154334
39168214.385410,-32.788365,-433.428623,-397807.040880
39176253.838280,-32.817421,-433.055214,-383260.795213
39184293.291151,-32.723654,-433.043632,-367414.123750
39192332.744022,-32.554803,-435.157557,-350321.176631
39200372.196892,-32.517590,-433.516386,-332040.362681
39208411.649763,-32.267745,-430.576962,-312634.149822
39216451.102633,-32.229108,-429.851017,-292168.851612
39224490.555504,-32.062826,-428.180967,-270714.400639
39232530.008374,-31.997409,-430.892096,-248344.109557
39240569.461245,-31.848664,-427.975597,-225134.420562
39248608.914116,-31.599320,-431.739289,-201164.644185
39256648.366986,-31.480404,-430.395045,-176516.688274
39264687.819857,-31.390306,-427.195328,-151274.778103
39272727.272727,-31.223749,-425.536047,-125525.168567
39280766.725598,-31.046905,-426.319772,-99355.849435
39288806.178468,-30.817792,-429.026459,-72856.244677
39296845.631339,-30.739213,-429.188749,-46116.906896
39304885.084210,-30.583891,-426.967422,-19229.207890
39312924.537080,-30.414981,-427.755066,7714.973573
39320963.989951,-30.107054,-426.587306,34623.565714
39329003.442821,-29.959430,-429.172464,61404.618371
39337042.895692,-29.918870,-429.504022,87966.617198
39345082.348562,-29.714514,-428.155504,114218.796387
39353121.801433,-29.512252,-431.212613,140071.448824
39361161.254304,-29.290422,-429.553783,165436.232626
39369200.707174,-29.317157,-429.644178,190226.473026
39377240.160045,-29.109782,-433.893616,214357.458543
39385279.612915,-28.973446,-433.289713,237746.730458
39393319.065786,-28.855077,-432.079277,260314.364582
39401358.518656,-28.630545,-431.125343,281983.244370
39409397.971527,-28.558920,-434.114640,302679.324439
39417437.424398,-28.590132,-435.546560,322331.883588
39425476.877268,-28.413720,-437.711351,340873.766462
39433516.330139,-28.210600,-437.929507,358241.613034
39441555.783009,-28.390594,-441.771711,374376.075108
39449595.235880,-28.125313,-439.810528,389222.019130
39457634.688750,-27.957334,-440.938400,402728.714573
39465674.141621,-27.969878,-444.335331,414850.007300
39473713.594491,-27.870562,-444.844297,425544.477276
39481753.047362,-27.875131,-446.962164,434775.580103
39489792.500233,-27.770198,-449.744008,442511.771903
39497831.953103,-27.726055,-449.782314,448726.617099
39505871.405974,-27.785392,-449.519565,453398.878756
39513910.858844,-27.583929,-450.909660,456512.591148
39521950.311715,-27.717474,-454.467626,458057.114315
39529989.764585,-27.870324,-454.878726,458027.170418
39538029.217456,-27.736832,-454.857513,456422.861781
39546068.670327,-27.891623,-457.625110,453249.670534
39554108.123197,-27.906334,-458.488489,448518.439887
39562147.576068,-27.914354,-458.444783,442245.337069
39570187.028938,-28.145038,-458.685241,434451.798091
39578226.481809,-28.118439,-460.119880,425164.454489
39586265.934679,-28.170085,-463.855917,414415.042327
39594305.387550,-28.119328,-466.979703,402240.293745
39602344.840421,-28.370136,-465.559215,388681.811445
39610384.293291,-28.400527,-466.399204,373785.926527
39618423.746162,-28.480683,-467.737801,357603.540170
39626463.199032,-28.841650,-469.232681,340189.949693
39634502.651903,-28.893386,-474.130802,321604.659606
39642542.104773,-28.957714,-471.993180,301911.178263
39650581.557644,-28.993487,-472.787330,281176.800856
39658621.010515,-29.032931,-472.531723,259472.379451
39666660.463385,-29.352173,-474.582341,236872.080884
39674699.916256,-29.529825,-474.092644,213453.133318
39682739.369126,-29.834765,-474.875322,189295.562345
39690778.821997,-29.915704,-477.202085,164481.917534
39698818.274867,-29.891193,-477.218290,139096.990338
39706857.727738,-30.145101,-477.618477,113227.524361
39714897.180609,-30.365565,-475.423525,86961.918936
39722936.633479,-30.566027,-477.701454,60389.927057
39730976.086350,-30.705610,-479.123393,33602.348682
39739015.539220,-30.785417,-479.367658,6690.720454
39747054.992091,-30.985874,-479.855263,-20252.997089
39755094.444961,-31.305946,-477.626404,-47136.733755
39763133.897832,-31.473316,-476.052536,-73868.624315
39771173.350703,-31.663753,-479.329957,-100357.322418
39779212.803573,-31.622664,-478.779253,-126512.312732
39787252.256444,-32.028423,-477.222089,-152244.220250
39795291.709314,-32.064064,-479.115484,-177465.115692
39803331.162185,-32.136695,-478.568414,-202088.815975
39811370.615055,-32.405903,-476.344332,-226031.178708
39819410.067926,-32.491125,-476.234842,-249210.389719
39827449.520797,-32.690993,-472.986153,-271547.242627
39835488.973667,-32.585251,-472.312085,-292965.409495
39843528.426538,-32.887235,-472.396844,-313391.701658
39851567.879408,-32.975216,-473.273582,-332756.319816
39859607.332279,-33.136233,-472.046678,-350993.092548
39867646.785149,-33.237981,-468.275884,-368039.702424
39875686.238020,-33.355298,-469.665647,-383837.898961
39883725.690890,-33.525150,-469.566841,-398333.697661
39891765.143761,-33.594726,-466.737787,-411477.564494
39899804.596632,-33.497985,-465.971372,-423224.585157
39907844.049502,-33.789970,-466.157906,-433534.618547
39915883.502373,-33.770994,-463.843001,-442372.433940
39923922.955243,-33.949090,-463.773939,-449707.831368
39931962.408114,-33.806856,-457.344840,-455515.744823
39940001.860984,-33.798762,-460.712928,-459776.327911
39948041.313855,-33.864123,-459.346277,-462475.021661
39956080.766726,-33.893115,-460.086069,-463602.604288
39964120.219596,-33.902182,-456.288667,-463155.222692
39972159.672467,-33.868922,-455.988610,-461134.405639
39980199.125337,-33.856274,-454.564060,-457547.058519
39988238.578208,-33.950508,-451.859645,-452405.439767
39996278.031078,-33.822841,-449.793119,-445727.118964
40004317.483949,-33.780558,-449.484088,-437534.916800
40012356.936820,-33.762415,-449.561073,-427856.827100
40020396.389690,-33.564013,-449.484275,-416725.921153
40028435.842561,-33.645139,-445.922979,-404180.234717
40036475.295431,-33.543350,-447.813774,-390262.638035
40044514.748302,-33.230094,-446.129974,-375020.689347
40052554.201172,-33.262291,-444.016898,-358506.472378
40060593.654043,-33.132761,-441.707113,-340776.418356
40068633.106914,-33.054262,-442.972983,-321891.113187
40076672.559784,-32.983213,-442.635972,-301915.090416
40084712.012655,-32.715609,-442.689876,-280916.610715
40092751.465525,-32.464316,-439.590855,-258967.428625
40100790.918396,-32.613003,-439.657519,-236142.547357
40108830.371266,-32.369316,-438.959019,-212519.962505
40116869.824137,-32.178408,-435.749930,-188180.395516
40124909.277008,-32.050394,-437.575172,-163207.017861
40132948.729878,-31.954580,-437.248446,-137685.166824
40140988.182749,-31.765899,-438.132775,-111702.053893
40149027.635619,-31.608286,-435.736740,-85346.466749
40157067.088490,-31.385662,-435.214446,-58708.465865
40165106.541360,-31.005425,-436.898911,-31879.076760
40173145.994231,-31.172374,-437.251073,-4949.978949
40181185.447102,-30.908083,-436.335132,21986.807333
40189224.899972,-30.796108,-438.375708,48839.235579
40197264.352843,-30.387241,-438.217039,75515.547546
40205303.805713,-30.403375,-440.323490,101924.586800
40213343.258584,-30.341675,-438.073584,127976.110217
40221382.711454,-30.116079,-439.814599,153581.096347
40229422.164325,-29.994959,-440.172349,178652.049619
40237461.617195,-29.733097,-441.676467,203103.299321
40245501.070066,-29.635503,-443.640847,226851.292347
40253540.522937,-29.714642,-441.624131,249814.878714
40261579.975807,-29.609521,-441.816369,271915.588856
40269619.428678,-29.204700,-445.017490,293077.901768
40277658.881548,-29.150387,-445.449458,313229.503072
40285698.334419,-29.028194,-447.188776,332301.532121
40293737.787289,-29.002867,-449.357449,350228.817309
40301777.240160,-28.845802,-447.054863,366950.098766
40309816.693031,-28.885560,-451.323490,382408.237698
40317856.145901,-28.713624,-452.142733,396550.411630
40325895.598772,-28.715410,-452.056015,409328.294911
40333935.051642,-28.727679,-455.070297,420698.223852
40341974.504513,-28.671010,-452.772087,430621.345924
40350013.957383,-28.530013,-457.767950,439063.752527
40358053.410254,-28.342610,-457.587661,445996.594858
40366092.863125,-28.427471,-460.151688,451396.182491
40374132.315995,-28.280479,-459.782891,455244.064333
40382171.768866,-28.506544,-463.039103,457527.091670
40390211.221736,-28.547949,-463.119709,458237.463101
40398250.674607,-28.518204,-462.435793,457372.751194
40406290.127477,-28.621645,-464.810893,454935.910782
40414329.580348,-28.562863,-467.968410,450935.268867
40422369.033219,-28.577395,-469.665873,445384.496161
40430408.486089,-28.526545,-469.644985,438302.560380
40438447.938960,-28.787809,-471.867479,429713.661419
40446487.391830,-28.780835,-473.633716,419647.148665
40454526.844701,-28.992875,-475.898869,408137.420703
40462566.297571,-28.877902,-477.683904,395223.807772
40470605.750442,-29.125883,-476.302681,380950.437370
40478645.203313,-29.196965,-478.406113,365366.083461
40486684.656183,-29.137813,-479.598274,348523.999812
40494724.109054,-29.394375,-481.070486,330481.738018
40502763.561924,-29.531360,-483.140185,311300.950835
40510803.014795,-29.726870,-484.970621,291047.181512
40518842.467665,-29.877573,-485.834306,269789.639816
40526881.920536,-29.926637,-483.290343,247600.965534
40534921.373407,-30.236917,-486.514943,224556.980258
40542960.826277,-30.162088,-485.394307,200736.428284
40551000.279148,-30.401442,-485.248463,176220.707543
40559039.732018,-30.738850,-485.741223,151093.591443
40567079.184889,-30.805448,-488.667060,125440.942613
40575118.637759,-30.843846,-488.982766,99350.419496
40583158.090630,-31.068434,-485.152368,72911.176804
40591197.543501,-31.349945,-489.035763,46213.560875
40599236.996371,-31.270618,-490.031961,19348.800939
40607276.449242,-31.627489,-491.115113,-7591.302622
40615315.902112,-31.750649,-490.003210,-34514.691964
40623355.354983,-32.068251,-487.678854,-61329.366361
40631394.807853,-32.172760,-488.202242,-87943.696578
40639434.260724,-32.305488,-487.003501,-114266.737983
40647473.713594,-32.390618,-490.452372,-140208.541315
40655513.166465,-32.654619,-488.323338,-165680.460054
40663552.619336,-32.826216,-486.736365,-190595.453336
40671592.072206,-32.903081,-487.885745,-214868.383385
40679631.525077,-33.154751,-485.692802,-238416.306438
40687670.977947,-33.134632,-483.739615,-261158.756176
40695710.430818,-33.465655,-484.010710,-283018.018685
40703749.883688,-33.654473,-483.093953,-303919.398019
40711789.336559,-33.721688,-482.957717,-323791.471443
40719828.789430,-33.812908,-479.608520,-342566.333494
40727868.242300,-33.875934,-481.377388,-360179.828024
40735907.695171,-34.038768,-478.274868,-376571.767428
40743947.148041,-34.076487,-478.223759,-391686.138314
40751986.600912,-34.226613,-476.293719,-405471.292909
40760026.053782,-34.372922,-476.881649,-417880.125544
40768065.506653,-34.167765,-474.529423,-428870.233623
40776104.959524,-34.291383,-473.134298,-438404.062514
40784144.412394,-34.322244,-472.361043,-446449.033883
40792183.865265,-34.456135,-470.817826,-452977.657015
40800223.318135,-34.740342,-470.708628,-457967.622755
40808262.771006,-34.688416,-467.563683,-461401.879739
40816302.223876,-34.599692,-469.249842,-463268.692665
40824341.676747,-34.660449,-467.060830,-463561.682389
40832381.129618,-34.455289,-466.945578,-462279.847728
40840420.582488,-34.511392,-460.900818,-459427.568877
40848460.035359,-34.530224,-462.888644,-455014.592445
40856499.488229,-34.469164,-464.030945,-449055.998147
40864538.941100,-34.383789,-461.779242,-441572.147275
40872578.393970,-34.435482,-460.589182,-432588.613123
40880617.846841,-34.262856,-456.707876,-422136.093597
40888657.299712,-34.257028,-457.149569,-410250.306317
40896696.752582,-33.934659,-456.232376,-396971.866566
40904736.205453,-34.091798,-454.635784,-382346.148501
40912775.658323,-33.852240,-454.663525,-366423.130108
40920815.111194,-33.721921,-453.103951,-349257.222412
40928854.564064,-33.689225,-454.317956,-330907.083556
40936894.016935,-33.724468,-453.985945,-311435.418354
40944933.469806,-33.537547,-451.050889,-290908.764021
40952972.922676,-33.391146,-448.413317,-269397.262809
40961012.375547,-33.114425,-449.371212,-246974.422319
40969051.828417,-33.147087,-447.825979,-223716.864317
40977091.281288,-32.932080,-447.902586,-199704.062907
40985130.734158,-32.864969,-448.671010,-175018.072958
40993170.187029,-32.616815,-445.769623,-149743.249714
41001209.639900,-32.484826,-448.170734,-123965.960536
41009249.092770,-32.213111,-446.177668,-97774.289779
41017288.545641,-32.118816,-444.254980,-71257.737793
41025327.998511,-31.917572,-445.894201,-44506.915088
41033367.451382,-31.892052,-446.782303,-17613.232711
41041406.904252,-31.495013,-448.950853,9331.410126
41049446.357123,-31.450198,-447.150910,36234.940066
41057485.809993,-31.225133,-446.251920,63005.424247
41065525.262864,-31.353358,-449.041531,89551.384435
41073564.715735,-30.994470,-447.311657,115782.109630
41081604.168605,-30.976059,-446.053012,141607.966027
41089643.621476,-30.674823,-450.187269,166940.703310
41097683.074346,-30.456700,-450.296669,191693.756219
41105722.527217,-30.555191,-448.118352,215782.540347
41113761.980087,-30.220434,-453.389454,239124.741183
41121801.432958,-30.319322,-452.586891,261640.595385
41129840.885829,-30.007080,-451.330389,283253.163349
41137880.338699,-30.025725,-455.943524,303888.592115
41145919.791570,-29.934034,-454.696067,323476.367735
41153959.244440,-29.765069,-457.416905,341949.556230
41161998.697311,-29.635085,-457.660571,359245.032308
41170038.150181,-29.450055,-456.446637,375303.695076
41178077.603052,-29.371937,-461.318429,390070.669992
41186117.055923,-29.567564,-463.505248,403495.496378
41194156.508793,-29.356518,-461.643227,415532.299856
41202195.961664,-29.289197,-465.038199,426139.949099
41210235.414534,-29.214235,-465.840283,435282.196389
41218274.867405,-29.169952,-465.370991,442927.801479
41226314.320275,-29.139761,-469.443558,449050.638336
41234353.773146,-29.181576,-469.354153,453629.784433
41242393.226017,-29.142995,-470.420520,456649.592229
41250432.678887,-28.999289,-472.733985,458099.742650
41258472.131758,-29.179773,-474.866624,457975.280341
41266511.584628,-29.229176,-475.873445,456276.630605
41274551.037499,-29.249370,-477.468199,453009.597953
41282590.490369,-29.259830,-476.074825,448185.346257
41290629.943240,-29.332338,-480.856856,441820.360617
41298669.396111,-29.476697,-481.445292,433936.391016
41306708.848981,-29.228943,-482.638180,424560.378004
41314748.301852,-29.443618,-480.573633,413724.360640
41322787.754722,-29.469199,-486.627879,401465.367005
41330827.207593,-29.681370,-487.636759,387825.287679
41338866.660463,-29.734978,-488.220014,372850.732587
41346906.113334,-29.878404,-490.292372,356592.871735
41354945.566205,-30.035464,-486.231289,339107.260350
41362985.019075,-30.105846,-489.566994,320453.649044
41371024.471946,-30.145949,-495.072731,300695.779636
41379063.924816,-30.341617,-492.177550,279901.167339
41387103.377687,-30.544505,-494.122410,258140.870050
41395142.830557,-30.630803,-496.042691,235489.245540
41403182.283428,-30.680627,-494.699019,212023.697359
41411221.736299,-30.990196,-497.114017,187824.410341
41419261.189169,-31.179041,-497.216838,162974.076602
41427300.642040,-31.525721,-496.290335,137557.612967
41435340.094910,-31.549526,-500.806298,111661.870804
41443379.547781,-31.641036,-497.235471,85375.339235
41451419.000651,-31.913864,-501.330773,58787.842762
41459458.453522,-31.989787,-498.356699,31990.234323
41467497.906392,-32.230161,-497.231107,5074.084836
41475537.359263,-32.236267,-499.342507,-21868.629712
41483576.812134,-32.371901,-499.313983,-48745.842555
41491616.265004,-32.956150,-495.850164,-75465.710758
41499655.717875,-33.008888,-497.269090,-101936.929052
41507695.170745,-33.183331,-496.717103,-128069.041835
41515734.623616,-33.250137,-496.575966,-153772.752276
41523774.076486,-33.485526,-496.976023,-178960.227449
41531813.529357,-33.467379,-494.568674,-203545.398471
41539852.982228,-33.764793,-495.407019,-227444.254610
41547892.435098,-33.700567,-496.020221,-250575.130363
41555931.887969,-34.010536,-494.898275,-272858.984517
41563971.340839,-34.014507,-493.089395,-294219.670237
41572010.793710,-34.215351,-497.625961,-314584.195282
41580050.246580,-34.395690,-491.418326,-333882.971414
